,ship-service-level,Category,Amount
106968,Standard,Shirt,301.0
106969,Expedited,T-shirt,771.0
106970,Expedited,Shirt,422.0
106971,Expedited,Trousers,
106972,Expedited,T-shirt,1125.0
106973,Expedited,T-shirt,783.0
106974,Expedited,Shirt,376.0
106975,Expedited,Shirt,458.0
106976,Expedited,T-shirt,1122.0
106977,Expedited,T-shirt,566.0
106978,Expedited,T-shirt,828.0
106979,Standard,T-shirt,664.0
106980,Expedited,Shirt,471.0
106981,Standard,T-shirt,786.0
106982,Expedited,T-shirt,886.0
106983,Expedited,Shirt,399.0
106984,Standard,Shirt,688.0
106985,Standard,T-shirt,495.0
106986,Expedited,Shirt,544.0
106987,Standard,Blazzer,771.0
106988,Expedited,T-shirt,999.0
106989,Standard,T-shirt,921.0
106990,Standard,T-shirt,635.0
106991,Expedited,Shirt,
106992,Standard,T-shirt,517.0
106993,Standard,T-shirt,475.0
106994,Expedited,Blazzer,771.0
106995,Expedited,Blazzer,1091.0
106996,Expedited,Blazzer,
106997,Expedited,Shirt,399.0
106998,Standard,Shirt,500.0
106999,Expedited,Shirt,399.0
107000,Expedited,T-shirt,569.0
107001,Standard,T-shirt,895.0
107002,Expedited,Socks,360.0
107003,Expedited,Shirt,399.0
107004,Expedited,Shirt,
107005,Expedited,T-shirt,845.0
107006,Expedited,Blazzer,1091.0
107007,Expedited,Shirt,496.0
107008,Expedited,Shirt,292.0
107009,Expedited,T-shirt,1338.0
107010,Expedited,T-shirt,0.0
107011,Expedited,T-shirt,664.0
107012,Standard,Shirt,376.0
107013,Expedited,Shirt,435.0
107014,Expedited,Shirt,345.0
107015,Expedited,Shirt,599.0
107016,Expedited,Trousers,0.0
107017,Expedited,Shirt,380.0
107018,Expedited,T-shirt,1099.0
107019,Expedited,T-shirt,598.0
107020,Expedited,T-shirt,1163.0
107021,Expedited,Shirt,468.0
107022,Standard,Trousers,545.0
107023,Standard,T-shirt,
107024,Expedited,Trousers,726.0
107025,Expedited,Shirt,416.0
107026,Expedited,Shirt,399.0
107027,Expedited,Blazzer,899.0
107028,Expedited,Blazzer,1091.0
107029,Expedited,T-shirt,1075.0
107030,Expedited,T-shirt,599.0
107031,Expedited,Shirt,728.0
107032,Expedited,Shirt,728.0
107033,Expedited,T-shirt,507.0
107034,Standard,Shirt,702.0
107035,Expedited,T-shirt,1338.0
107036,Standard,T-shirt,
107037,Expedited,Blazzer,735.0
107038,Expedited,Blazzer,581.0
107039,Expedited,Shirt,625.0
107040,Expedited,Shirt,301.0
107041,Expedited,Shirt,292.0
107042,Expedited,T-shirt,560.0
107043,Standard,Trousers,301.0
107044,Expedited,Shirt,
107045,Standard,Blazzer,771.0
107046,Expedited,Shirt,376.0
107047,Standard,Shirt,358.1
107048,Expedited,T-shirt,1099.0
107049,Expedited,Shirt,292.0
107050,Expedited,Socks,301.0
107051,Expedited,T-shirt,635.0
107052,Expedited,Shirt,736.0
107053,Expedited,T-shirt,569.0
107054,Expedited,Shirt,376.0
107055,Expedited,Shirt,486.0
107056,Expedited,Shirt,399.0
107057,Expedited,T-shirt,763.0
107058,Expedited,Shirt,380.0
107059,Expedited,T-shirt,737.0
107060,Expedited,Shirt,432.0
107061,Expedited,T-shirt,635.0
107062,Expedited,T-shirt,635.0
107063,Expedited,T-shirt,988.0
107064,Expedited,Shirt,432.0
107065,Expedited,Shirt,754.0
107066,Expedited,T-shirt,852.0
107067,Expedited,T-shirt,478.0
107068,Expedited,T-shirt,599.0
107069,Expedited,Shirt,301.0
107070,Standard,Shirt,436.0
107071,Standard,T-shirt,1137.0
107072,Standard,Shirt,518.0
107073,Expedited,Shirt,399.0
107074,Expedited,Shirt,534.0
107075,Expedited,Shirt,387.0
107076,Expedited,Shirt,635.0
107077,Expedited,Blazzer,771.0
107078,Expedited,T-shirt,635.0
107079,Expedited,T-shirt,477.0
107080,Standard,Blazzer,859.0
107081,Standard,Blazzer,1294.0
107082,Expedited,Shirt,869.0
107083,Expedited,Shirt,599.0
107084,Expedited,Shirt,1099.0
107085,Expedited,T-shirt,1399.0
107086,Standard,Shirt,335.0
107087,Expedited,Shirt,832.0
107088,Expedited,T-shirt,783.0
107089,Standard,Blazzer,700.0
107090,Standard,Shirt,700.0
107091,Standard,Blazzer,735.0
107092,Expedited,Blazzer,885.0
107093,Expedited,Trousers,599.0
107094,Expedited,Shirt,435.0
107095,Standard,Shirt,486.0
107096,Expedited,T-shirt,845.0
107097,Expedited,Shirt,333.0
107098,Standard,T-shirt,591.0
107099,Standard,T-shirt,666.0
107100,Expedited,T-shirt,1199.0
107101,Standard,T-shirt,499.0
107102,Expedited,T-shirt,1271.0
107103,Expedited,T-shirt,1125.0
107104,Expedited,Shirt,471.0
107105,Expedited,Shirt,0.0
107106,Expedited,Shirt,967.0
107107,Standard,Trousers,660.0
107108,Expedited,Shirt,666.0
107109,Expedited,Trousers,
107110,Expedited,T-shirt,1163.0
107111,Expedited,Shirt,526.0
107112,Expedited,T-shirt,899.0
107113,Expedited,T-shirt,799.0
107114,Expedited,Shirt,
107115,Expedited,Blazzer,690.0
107116,Expedited,Trousers,693.0
107117,Standard,T-shirt,632.38
107118,Expedited,T-shirt,774.0
107119,Standard,Blazzer,0.0
107120,Expedited,Shirt,376.0
107121,Standard,Perfume,749.0
107122,Standard,Blazzer,1044.0
107123,Expedited,Trousers,518.0
107124,Expedited,T-shirt,774.0
107125,Expedited,Trousers,791.0
107126,Expedited,Shirt,
107127,Expedited,Blazzer,735.0
107128,Expedited,T-shirt,573.0
107129,Standard,Shirt,399.0
107130,Standard,Shirt,301.0
107131,Expedited,T-shirt,664.0
107132,Expedited,Shirt,540.0
107133,Expedited,Shirt,301.0
107134,Expedited,Shirt,457.0
107135,Expedited,Shirt,517.0
107136,Expedited,T-shirt,416.0
107137,Standard,T-shirt,967.0
107138,Standard,Shirt,349.0
107139,Standard,Shirt,569.0
107140,Expedited,Shirt,301.0
107141,Standard,Shirt,301.0
107142,Expedited,T-shirt,771.0
107143,Expedited,Shirt,607.0
107144,Expedited,T-shirt,1473.0
107145,Standard,Shirt,345.0
107146,Standard,Shirt,493.33
107147,Expedited,T-shirt,837.0
107148,Expedited,Trousers,693.0
107149,Expedited,T-shirt,999.0
107150,Standard,Blazzer,771.0
107151,Expedited,T-shirt,1149.0
107152,Standard,T-shirt,764.0
107153,Standard,T-shirt,771.0
107154,Standard,Shirt,345.0
107155,Standard,Blazzer,735.0
107156,Expedited,Shirt,333.0
107157,Expedited,T-shirt,1043.0
107158,Expedited,Shirt,521.0
107159,Standard,T-shirt,999.0
107160,Expedited,Shirt,517.0
107161,Expedited,Shirt,
107162,Expedited,T-shirt,560.0
107163,Standard,Blazzer,700.0
107164,Standard,Shirt,286.67
107165,Expedited,Shirt,399.0
107166,Expedited,Shirt,376.0
107167,Expedited,T-shirt,771.0
107168,Standard,Blazzer,735.0
107169,Standard,Blazzer,735.0
107170,Standard,Blazzer,735.0
107171,Expedited,Shirt,432.0
107172,Expedited,Shirt,431.0
107173,Expedited,Shirt,474.0
107174,Expedited,Shirt,431.0
107175,Expedited,Shirt,474.0
107176,Expedited,Shirt,431.0
107177,Expedited,Shirt,474.0
107178,Standard,Shirt,278.1
107179,Expedited,Shirt,735.0
107180,Expedited,Trousers,665.0
107181,Expedited,Shirt,754.0
107182,Expedited,Shirt,349.0
107183,Standard,Blazzer,1044.0
107184,Expedited,Shirt,436.0
107185,Expedited,Shirt,346.0
107186,Standard,Trousers,743.0
107187,Expedited,Trousers,726.0
107188,Expedited,Trousers,317.0
107189,Expedited,T-shirt,
107190,Standard,Trousers,707.62
107191,Expedited,Trousers,726.0
107192,Expedited,Trousers,317.0
107193,Expedited,Shirt,
107194,Expedited,Shirt,
107195,Standard,Shirt,
107196,Standard,Shirt,
107197,Standard,Shirt,869.0
107198,Standard,T-shirt,1098.0
107199,Expedited,T-shirt,736.0
107200,Expedited,Shoes,
107201,Expedited,T-shirt,475.0
107202,Expedited,T-shirt,664.0
107203,Expedited,T-shirt,560.0
107204,Expedited,T-shirt,799.0
107205,Standard,T-shirt,852.0
107206,Expedited,T-shirt,
107207,Expedited,Trousers,908.0
107208,Expedited,T-shirt,828.0
107209,Standard,T-shirt,599.0
107210,Expedited,T-shirt,882.0
107211,Expedited,Shirt,487.0
107212,Expedited,T-shirt,899.0
107213,Expedited,T-shirt,1186.0
107214,Expedited,Shirt,967.0
107215,Expedited,Shirt,431.0
107216,Expedited,Trousers,377.0
107217,Expedited,Shirt,380.0
107218,Expedited,T-shirt,999.0
107219,Standard,T-shirt,764.0
107220,Expedited,Shirt,345.0
107221,Expedited,Shirt,399.0
107222,Expedited,Shirt,301.0
107223,Expedited,T-shirt,1075.0
107224,Expedited,Perfume,
107225,Expedited,T-shirt,579.0
107226,Expedited,T-shirt,671.0
107227,Expedited,Trousers,665.0
107228,Expedited,Shirt,728.0
107229,Expedited,Shirt,869.0
107230,Standard,Shirt,727.62
107231,Expedited,Shirt,688.0
107232,Expedited,T-shirt,1442.0
107233,Expedited,T-shirt,1094.0
107234,Expedited,T-shirt,425.0
107235,Expedited,Shirt,431.0
107236,Expedited,Shirt,
107237,Expedited,Shirt,435.0
107238,Expedited,Blazzer,0.0
107239,Expedited,Shirt,399.0
107240,Expedited,Shirt,436.0
107241,Expedited,Shirt,
107242,Expedited,Shirt,435.0
107243,Expedited,Shirt,432.0
107244,Standard,Shirt,387.0
107245,Expedited,T-shirt,783.0
107246,Expedited,T-shirt,537.0
107247,Expedited,T-shirt,1473.0
107248,Expedited,Blazzer,735.0
107249,Expedited,Shirt,
107250,Expedited,Shirt,666.0
107251,Expedited,Blazzer,741.0
107252,Expedited,Shirt,399.0
107253,Expedited,T-shirt,1137.0
107254,Expedited,T-shirt,496.0
107255,Expedited,Trousers,758.0
107256,Standard,Trousers,518.0
107257,Expedited,Shirt,735.0
107258,Standard,Blazzer,879.0
107259,Expedited,T-shirt,729.0
107260,Expedited,Blazzer,1091.0
107261,Expedited,Blazzer,735.0
107262,Expedited,T-shirt,635.0
107263,Expedited,Blazzer,1091.0
107264,Expedited,T-shirt,852.0
107265,Expedited,Trousers,599.0
107266,Expedited,Shirt,431.0
107267,Expedited,Shirt,728.0
107268,Standard,Blazzer,625.0
107269,Standard,Shirt,292.0
107270,Expedited,Shirt,
107271,Expedited,Shirt,318.0
107272,Standard,Shirt,358.1
107273,Expedited,Shirt,787.0
107274,Expedited,Trousers,665.0
107275,Expedited,Shirt,
107276,Standard,Blazzer,899.0
107277,Standard,T-shirt,845.0
107278,Expedited,Wallet,418.0
107279,Expedited,Shirt,459.0
107280,Expedited,Shirt,325.0
107281,Standard,T-shirt,1149.0
107282,Expedited,Shirt,318.0
107283,Expedited,Shirt,787.0
107284,Expedited,Shirt,330.0
107285,Expedited,Shirt,420.0
107286,Expedited,Blazzer,1187.0
107287,Expedited,T-shirt,635.0
107288,Expedited,Shirt,
107289,Expedited,T-shirt,560.0
107290,Expedited,T-shirt,1139.0
107291,Expedited,Blazzer,771.0
107292,Standard,T-shirt,759.0
107293,Expedited,Shirt,345.0
107294,Expedited,Blazzer,735.0
107295,Expedited,Shirt,345.0
107296,Expedited,T-shirt,635.0
107297,Standard,T-shirt,1070.54
107298,Standard,Shirt,0.0
107299,Expedited,Blazzer,
107300,Expedited,Trousers,534.0
107301,Expedited,T-shirt,1238.0
107302,Expedited,Shirt,435.0
107303,Expedited,Shirt,688.0
107304,Standard,Shirt,349.0
107305,Standard,T-shirt,635.0
107306,Expedited,Blazzer,688.0
107307,Expedited,Trousers,518.0
107308,Standard,Blazzer,700.0
107309,Standard,T-shirt,804.76
107310,Expedited,T-shirt,852.0
107311,Expedited,Blazzer,661.0
107312,Expedited,T-shirt,1122.0
107313,Expedited,Shirt,399.0
107314,Expedited,Shirt,459.0
107315,Expedited,Shirt,416.0
107316,Standard,Blazzer,
107317,Expedited,Trousers,908.0
107318,Expedited,Blazzer,1091.0
107319,Standard,T-shirt,1281.0
107320,Expedited,Trousers,794.0
107321,Expedited,Shirt,487.0
107322,Expedited,Shirt,345.0
107323,Expedited,Shirt,435.0
107324,Standard,T-shirt,599.0
107325,Expedited,Shirt,301.0
107326,Standard,Shirt,301.0
107327,Expedited,T-shirt,1137.0
107328,Expedited,Shirt,345.0
107329,Expedited,T-shirt,416.0
107330,Expedited,Shirt,458.0
107331,Expedited,Shirt,
107332,Standard,T-shirt,
107333,Expedited,Blazzer,625.0
107334,Expedited,Trousers,758.0
107335,Expedited,Socks,518.0
107336,Expedited,Shirt,457.0
107337,Expedited,Shirt,345.0
107338,Standard,T-shirt,788.0
107339,Standard,Blazzer,948.0
107340,Expedited,Shirt,
107341,Standard,Shirt,725.0
107342,Standard,Shirt,0.0
107343,Expedited,T-shirt,852.0
107344,Expedited,T-shirt,799.0
107345,Standard,Shirt,328.57
107346,Expedited,Shirt,645.0
107347,Expedited,T-shirt,537.0
107348,Expedited,Shirt,320.0
107349,Expedited,T-shirt,635.0
107350,Expedited,T-shirt,799.0
107351,Expedited,Shirt,754.0
107352,Expedited,Shirt,760.0
107353,Standard,Blazzer,771.0
107354,Expedited,Shirt,431.0
107355,Expedited,Shirt,380.0
107356,Expedited,Trousers,0.0
107357,Expedited,Shirt,525.0
107358,Expedited,T-shirt,612.0
107359,Expedited,Shirt,729.0
107360,Expedited,Shirt,335.0
107361,Expedited,T-shirt,988.0
107362,Expedited,T-shirt,645.0
107363,Expedited,Blazzer,908.0
107364,Expedited,Perfume,1377.0
107365,Expedited,T-shirt,1163.0
107366,Expedited,Shirt,
107367,Expedited,Trousers,568.0
107368,Expedited,Shirt,301.0
107369,Expedited,T-shirt,1125.0
107370,Expedited,Trousers,690.0
107371,Standard,T-shirt,562.0
107372,Expedited,T-shirt,1399.0
107373,Expedited,T-shirt,702.0
107374,Expedited,Shirt,318.0
107375,Expedited,Shirt,301.0
107376,Expedited,Shirt,399.0
107377,Standard,T-shirt,786.0
107378,Expedited,T-shirt,539.0
107379,Expedited,T-shirt,1229.0
107380,Expedited,T-shirt,771.0
107381,Standard,T-shirt,999.0
107382,Standard,T-shirt,999.0
107383,Expedited,Shirt,696.0
107384,Expedited,T-shirt,1122.0
107385,Expedited,T-shirt,799.0
107386,Expedited,Blazzer,735.0
107387,Standard,Blazzer,735.0
107388,Expedited,T-shirt,599.0
107389,Expedited,Perfume,
107390,Standard,Shirt,387.0
107391,Standard,Blazzer,735.0
107392,Expedited,T-shirt,635.0
107393,Expedited,Trousers,758.0
107394,Expedited,T-shirt,729.0
107395,Expedited,T-shirt,0.0
107396,Expedited,Shirt,
107397,Expedited,T-shirt,
107398,Expedited,Blazzer,735.0
107399,Expedited,T-shirt,1075.0
107400,Expedited,T-shirt,1299.0
107401,Standard,T-shirt,921.0
107402,Expedited,T-shirt,788.0
107403,Expedited,Blazzer,735.0
107404,Standard,T-shirt,
107405,Expedited,T-shirt,999.0
107406,Expedited,Shirt,0.0
107407,Expedited,T-shirt,1122.0
107408,Expedited,Blazzer,690.0
107409,Expedited,Trousers,758.0
107410,Expedited,T-shirt,521.0
107411,Expedited,Shirt,517.0
107412,Standard,Blazzer,735.0
107413,Expedited,Blazzer,661.0
107414,Expedited,Shirt,568.0
107415,Expedited,Shirt,719.0
107416,Expedited,T-shirt,507.0
107417,Expedited,Trousers,908.0
107418,Expedited,T-shirt,1075.0
107419,Standard,T-shirt,
107420,Expedited,Shirt,486.0
107421,Expedited,Shirt,387.0
107422,Expedited,Shirt,431.0
107423,Expedited,Trousers,443.0
107424,Expedited,Trousers,690.0
107425,Expedited,Shirt,852.0
107426,Standard,T-shirt,562.0
107427,Expedited,T-shirt,988.0
107428,Expedited,T-shirt,1163.0
107429,Expedited,Shirt,399.0
107430,Expedited,Shirt,1043.0
107431,Expedited,Trousers,908.0
107432,Expedited,T-shirt,799.0
107433,Standard,T-shirt,799.0
107434,Standard,Shirt,292.0
107435,Expedited,T-shirt,1163.0
107436,Standard,Blazzer,771.0
107437,Expedited,Trousers,599.0
107438,Expedited,Shirt,522.0
107439,Expedited,Trousers,726.0
107440,Expedited,Shirt,301.0
107441,Expedited,Shirt,301.0
107442,Expedited,Shirt,435.0
107443,Expedited,T-shirt,464.0
107444,Expedited,Shirt,487.0
107445,Expedited,T-shirt,999.0
107446,Expedited,T-shirt,664.0
107447,Standard,T-shirt,
107448,Expedited,Trousers,690.0
107449,Standard,Trousers,421.9
107450,Expedited,T-shirt,635.0
107451,Standard,Shirt,399.0
107452,Expedited,T-shirt,
107453,Expedited,Blazzer,859.0
107454,Standard,Blazzer,825.0
107455,Expedited,Shirt,357.0
107456,Standard,Shirt,335.0
107457,Expedited,T-shirt,1199.0
107458,Expedited,Shirt,318.0
107459,Expedited,T-shirt,666.0
107460,Standard,T-shirt,1096.0
107461,Expedited,T-shirt,845.0
107462,Expedited,T-shirt,1399.0
107463,Expedited,Shirt,484.0
107464,Expedited,Shirt,852.0
107465,Expedited,Shirt,301.0
107466,Expedited,Shirt,435.0
107467,Expedited,Shirt,345.0
107468,Expedited,Shirt,325.0
107469,Expedited,T-shirt,
107470,Standard,Blazzer,771.0
107471,Expedited,Shirt,468.0
107472,Standard,Blazzer,948.0
107473,Expedited,T-shirt,598.0
107474,Expedited,Shirt,301.0
107475,Standard,Blazzer,657.14
107476,Expedited,T-shirt,999.0
107477,Expedited,T-shirt,1018.0
107478,Expedited,Blazzer,735.0
107479,Expedited,T-shirt,736.0
107480,Expedited,T-shirt,786.0
107481,Expedited,T-shirt,671.0
107482,Expedited,T-shirt,569.0
107483,Expedited,Trousers,758.0
107484,Expedited,Blazzer,1044.0
107485,Expedited,Blazzer,1044.0
107486,Standard,T-shirt,1122.0
107487,Expedited,T-shirt,1447.0
107488,Expedited,Shirt,459.0
107489,Standard,Trousers,443.0
107490,Expedited,Shirt,432.0
107491,Standard,Shirt,380.0
107492,Standard,Shirt,292.0
107493,Expedited,T-shirt,1044.0
107494,Expedited,Perfume,855.0
107495,Expedited,T-shirt,1099.0
107496,Standard,T-shirt,666.0
107497,Expedited,T-shirt,799.0
107498,Expedited,Perfume,
107499,Expedited,Shirt,688.0
107500,Expedited,T-shirt,475.0
107501,Expedited,Shirt,521.0
107502,Standard,Trousers,0.0
107503,Expedited,T-shirt,999.0
107504,Expedited,T-shirt,635.0
107505,Expedited,Shirt,754.0
107506,Standard,T-shirt,1031.0
107507,Expedited,Shirt,
107508,Standard,Shirt,491.0
107509,Expedited,T-shirt,0.0
107510,Expedited,Shirt,540.0
107511,Expedited,Shirt,459.0
107512,Expedited,Shirt,301.0
107513,Standard,T-shirt,951.43
107514,Expedited,Shirt,468.0
107515,Expedited,Shirt,
107516,Standard,Shirt,399.0
107517,Expedited,Blazzer,771.0
107518,Expedited,Wallet,879.0
107519,Expedited,Wallet,879.0
107520,Expedited,T-shirt,612.0
107521,Expedited,T-shirt,
107522,Expedited,Blazzer,1091.0
107523,Standard,T-shirt,764.0
107524,Standard,Blazzer,735.0
107525,Expedited,T-shirt,1075.0
107526,Expedited,Shirt,517.0
107527,Expedited,Shirt,345.0
107528,Expedited,Blazzer,735.0
107529,Expedited,T-shirt,635.0
107530,Expedited,T-shirt,
107531,Standard,T-shirt,999.0
107532,Expedited,Shirt,
107533,Expedited,T-shirt,666.0
107534,Expedited,T-shirt,1075.0
107535,Expedited,Trousers,726.0
107536,Expedited,T-shirt,579.0
107537,Expedited,T-shirt,475.0
107538,Expedited,T-shirt,736.0
107539,Expedited,T-shirt,967.0
107540,Expedited,T-shirt,648.0
107541,Expedited,Perfume,1044.0
107542,Expedited,T-shirt,666.0
107543,Expedited,Shirt,533.0
107544,Standard,Blazzer,735.0
107545,Standard,Blazzer,734.29
107546,Expedited,Shirt,655.0
107547,Standard,Blazzer,700.0
107548,Standard,Blazzer,735.0
107549,Standard,Trousers,0.0
107550,Expedited,Blazzer,771.0
107551,Standard,Blazzer,735.0
107552,Standard,T-shirt,570.48
107553,Standard,T-shirt,1163.0
107554,Standard,Blazzer,0.0
107555,Expedited,T-shirt,
107556,Expedited,Shirt,335.0
107557,Standard,T-shirt,1038.39
107558,Standard,Shirt,435.0
107559,Expedited,T-shirt,1398.0
107560,Expedited,Shirt,0.0
107561,Expedited,Shirt,760.0
107562,Standard,T-shirt,850.0
107563,Standard,T-shirt,738.1
107564,Standard,T-shirt,940.95
107565,Expedited,T-shirt,1018.0
107566,Expedited,Shirt,883.0
107567,Expedited,Trousers,545.0
107568,Expedited,Shirt,416.0
107569,Expedited,T-shirt,580.0
107570,Expedited,Perfume,399.0
107571,Expedited,Blazzer,771.0
107572,Expedited,Shirt,468.0
107573,Expedited,Shirt,754.0
107574,Expedited,Shirt,754.0
107575,Expedited,Shirt,376.0
107576,Expedited,Shirt,345.0
107577,Expedited,Trousers,518.0
107578,Expedited,Shirt,399.0
107579,Expedited,Shirt,376.0
107580,Standard,T-shirt,850.0
107581,Expedited,Blazzer,
107582,Standard,T-shirt,763.0
107583,Expedited,Trousers,443.0
107584,Standard,Shirt,496.0
107585,Expedited,Shirt,666.0
107586,Expedited,Shirt,836.0
107587,Expedited,T-shirt,852.0
107588,Expedited,Shirt,487.0
107589,Standard,Shirt,0.0
107590,Expedited,Shirt,688.0
107591,Expedited,Shirt,487.0
107592,Standard,Shirt,422.0
107593,Expedited,T-shirt,850.0
107594,Expedited,T-shirt,648.0
107595,Expedited,T-shirt,545.0
107596,Standard,Blazzer,771.0
107597,Expedited,T-shirt,1234.0
107598,Standard,T-shirt,799.0
107599,Expedited,T-shirt,988.0
107600,Expedited,Shirt,
107601,Expedited,T-shirt,0.0
107602,Expedited,Blazzer,725.0
107603,Expedited,Shirt,441.0
107604,Standard,Blazzer,700.0
107605,Expedited,T-shirt,1122.0
107606,Expedited,T-shirt,850.0
107607,Expedited,Shirt,435.0
107608,Expedited,Shirt,301.0
107609,Expedited,T-shirt,1137.0
107610,Expedited,Wallet,388.0
107611,Expedited,T-shirt,1610.0
107612,Expedited,Blazzer,735.0
107613,Expedited,Shirt,736.0
107614,Expedited,Wallet,
107615,Standard,T-shirt,1163.0
107616,Standard,T-shirt,1018.0
107617,Expedited,Shirt,301.0
107618,Expedited,Trousers,599.0
107619,Standard,Shirt,399.0
107620,Standard,Trousers,518.0
107621,Expedited,T-shirt,0.0
107622,Expedited,Shirt,526.0
107623,Standard,T-shirt,981.25
107624,Standard,Shirt,
107625,Standard,Trousers,424.76
107626,Standard,Blazzer,725.0
107627,Expedited,Trousers,758.0
107628,Expedited,Shirt,569.0
107629,Expedited,T-shirt,850.0
107630,Standard,Shirt,437.14
107631,Expedited,T-shirt,1199.0
107632,Standard,T-shirt,1163.0
107633,Standard,Blazzer,735.0
107634,Standard,T-shirt,1301.0
107635,Expedited,T-shirt,475.0
107636,Standard,Shirt,349.0
107637,Standard,T-shirt,1398.0
107638,Expedited,T-shirt,828.0
107639,Expedited,Blazzer,771.0
107640,Standard,T-shirt,852.0
107641,Expedited,T-shirt,847.0
107642,Expedited,Shirt,301.0
107643,Standard,T-shirt,1281.0
107644,Expedited,T-shirt,455.0
107645,Expedited,T-shirt,496.0
107646,Expedited,T-shirt,565.0
107647,Expedited,Shirt,735.0
107648,Expedited,T-shirt,799.0
107649,Expedited,T-shirt,569.0
107650,Expedited,Blazzer,735.0
107651,Standard,Shirt,486.0
107652,Expedited,T-shirt,737.0
107653,Standard,Shirt,376.0
107654,Expedited,Blazzer,1091.0
107655,Expedited,Blazzer,
107656,Expedited,T-shirt,792.0
107657,Expedited,Shirt,318.0
107658,Expedited,T-shirt,1044.0
107659,Expedited,Shirt,458.0
107660,Expedited,Trousers,0.0
107661,Expedited,T-shirt,
107662,Standard,Trousers,987.0
107663,Expedited,Trousers,648.0
107664,Standard,T-shirt,754.29
107665,Expedited,T-shirt,850.0
107666,Expedited,T-shirt,962.0
107667,Expedited,T-shirt,1186.0
107668,Expedited,T-shirt,850.0
107669,Expedited,Blazzer,725.0
107670,Expedited,T-shirt,1399.0
107671,Expedited,Shirt,380.0
107672,Expedited,Shirt,869.0
107673,Expedited,T-shirt,852.0
107674,Expedited,Shirt,496.0
107675,Standard,T-shirt,999.0
107676,Standard,T-shirt,1163.0
107677,Expedited,T-shirt,537.0
107678,Expedited,T-shirt,560.0
107679,Expedited,T-shirt,1152.0
107680,Expedited,Blazzer,1091.0
107681,Expedited,T-shirt,759.0
107682,Standard,T-shirt,
107683,Expedited,Shirt,335.0
107684,Expedited,Trousers,568.0
107685,Expedited,Trousers,726.0
107686,Expedited,Blazzer,1091.0
107687,Expedited,Shirt,517.0
107688,Expedited,T-shirt,764.0
107689,Expedited,Shirt,487.0
107690,Expedited,T-shirt,526.0
107691,Expedited,Shirt,376.0
107692,Expedited,T-shirt,
107693,Expedited,Shirt,836.0
107694,Expedited,Shirt,925.0
107695,Expedited,Shirt,522.0
107696,Standard,Shirt,345.0
107697,Standard,Blazzer,700.0
107698,Standard,T-shirt,519.05
107699,Expedited,Blazzer,741.0
107700,Standard,Blazzer,735.0
107701,Expedited,T-shirt,1163.0
107702,Expedited,T-shirt,1399.0
107703,Expedited,Shirt,754.0
107704,Expedited,Shirt,754.0
107705,Expedited,Shirt,540.0
107706,Standard,Shirt,725.0
107707,Expedited,T-shirt,612.0
107708,Expedited,Shirt,399.0
107709,Expedited,Shirt,376.0
107710,Standard,T-shirt,562.0
107711,Expedited,Wallet,625.0
107712,Expedited,Shirt,380.0
107713,Expedited,Wallet,794.0
107714,Expedited,Wallet,726.0
107715,Expedited,T-shirt,771.0
107716,Expedited,Shoes,756.0
107717,Standard,Blazzer,735.0
107718,Expedited,T-shirt,850.0
107719,Expedited,Shirt,387.0
107720,Standard,Shirt,387.0
107721,Expedited,Shirt,
107722,Expedited,T-shirt,852.0
107723,Expedited,Shirt,575.0
107724,Expedited,T-shirt,664.0
107725,Expedited,T-shirt,1125.0
107726,Expedited,Shirt,376.0
107727,Standard,T-shirt,1369.0
107728,Standard,T-shirt,1163.0
107729,Standard,Blazzer,725.0
107730,Standard,Blazzer,625.0
107731,Expedited,Shirt,468.0
107732,Expedited,T-shirt,788.0
107733,Expedited,Shirt,709.0
107734,Expedited,Trousers,399.0
107735,Standard,Shirt,348.0
107736,Standard,Shirt,735.0
107737,Expedited,Trousers,908.0
107738,Expedited,Shirt,449.0
107739,Expedited,Blazzer,1091.0
107740,Expedited,Shirt,376.0
107741,Expedited,T-shirt,799.0
107742,Standard,T-shirt,1281.0
107743,Expedited,T-shirt,648.0
107744,Expedited,T-shirt,1076.0
107745,Standard,Blazzer,899.0
107746,Expedited,Shirt,416.0
107747,Expedited,T-shirt,633.0
107748,Standard,T-shirt,1163.0
107749,Standard,Blazzer,700.0
107750,Expedited,Blazzer,735.0
107751,Standard,Shirt,618.0
107752,Expedited,Shirt,735.0
107753,Standard,Shirt,626.0
107754,Standard,Blazzer,735.0
107755,Expedited,Blazzer,
107756,Expedited,Blazzer,791.0
107757,Expedited,T-shirt,635.0
107758,Expedited,Shirt,435.0
107759,Expedited,T-shirt,1399.0
107760,Expedited,T-shirt,699.0
107761,Expedited,T-shirt,543.0
107762,Expedited,Shirt,471.0
107763,Expedited,T-shirt,777.0
107764,Expedited,Shirt,471.0
107765,Standard,Shirt,486.0
107766,Expedited,Blazzer,735.0
107767,Expedited,Shirt,
107768,Expedited,T-shirt,666.0
107769,Expedited,Blazzer,725.0
107770,Standard,T-shirt,771.0
107771,Expedited,Trousers,599.0
107772,Expedited,Trousers,826.0
107773,Expedited,T-shirt,1238.0
107774,Expedited,Trousers,758.0
107775,Expedited,T-shirt,
107776,Standard,T-shirt,573.0
107777,Standard,Shirt,399.0
107778,Expedited,T-shirt,
107779,Expedited,T-shirt,771.0
107780,Expedited,T-shirt,635.0
107781,Standard,T-shirt,1163.0
